filepath,id,labels,fold
dataset/train/train/cats/cat.7833.jpg,cat.7833.jpg,0,2
dataset/train/train/cats/cat.7184.jpg,cat.7184.jpg,0,2
dataset/train/train/dogs/dog.10875.jpg,dog.10875.jpg,1,3
dataset/train/train/cats/cat.9694.jpg,cat.9694.jpg,0,4
dataset/train/train/cats/cat.10432.jpg,cat.10432.jpg,0,2
dataset/train/train/dogs/dog.12050.jpg,dog.12050.jpg,1,0
dataset/train/train/dogs/dog.11720.jpg,dog.11720.jpg,1,2
dataset/train/train/cats/cat.1787.jpg,cat.1787.jpg,0,3
dataset/train/train/dogs/dog.2371.jpg,dog.2371.jpg,1,1
dataset/train/train/dogs/dog.4112.jpg,dog.4112.jpg,1,2
dataset/train/train/cats/cat.6152.jpg,cat.6152.jpg,0,3
dataset/train/train/dogs/dog.9827.jpg,dog.9827.jpg,1,0
dataset/train/train/cats/cat.7232.jpg,cat.7232.jpg,0,3
dataset/train/train/dogs/dog.7558.jpg,dog.7558.jpg,1,4
dataset/train/train/cats/cat.3474.jpg,cat.3474.jpg,0,3
dataset/train/train/dogs/dog.8044.jpg,dog.8044.jpg,1,2
dataset/train/train/dogs/dog.4645.jpg,dog.4645.jpg,1,3
dataset/train/train/cats/cat.8525.jpg,cat.8525.jpg,0,2
dataset/train/train/cats/cat.1404.jpg,cat.1404.jpg,0,4
dataset/train/train/cats/cat.6591.jpg,cat.6591.jpg,0,1
dataset/train/train/cats/cat.9418.jpg,cat.9418.jpg,0,1
dataset/train/train/dogs/dog.10297.jpg,dog.10297.jpg,1,1
dataset/train/train/dogs/dog.6336.jpg,dog.6336.jpg,1,4
dataset/train/train/cats/cat.8924.jpg,cat.8924.jpg,0,1
dataset/train/train/cats/cat.2764.jpg,cat.2764.jpg,0,1
dataset/train/train/cats/cat.9733.jpg,cat.9733.jpg,0,4
dataset/train/train/cats/cat.1316.jpg,cat.1316.jpg,0,1
dataset/train/train/dogs/dog.3669.jpg,dog.3669.jpg,1,0
dataset/train/train/cats/cat.2252.jpg,cat.2252.jpg,0,2
dataset/train/train/dogs/dog.8786.jpg,dog.8786.jpg,1,3
dataset/train/train/cats/cat.6852.jpg,cat.6852.jpg,0,1
dataset/train/train/cats/cat.7702.jpg,cat.7702.jpg,0,2
dataset/train/train/dogs/dog.11240.jpg,dog.11240.jpg,1,3
dataset/train/train/dogs/dog.4245.jpg,dog.4245.jpg,1,4
dataset/train/train/cats/cat.7460.jpg,cat.7460.jpg,0,2
dataset/train/train/cats/cat.5515.jpg,cat.5515.jpg,0,0
dataset/train/train/dogs/dog.7483.jpg,dog.7483.jpg,1,2
dataset/train/train/cats/cat.6666.jpg,cat.6666.jpg,0,0
dataset/train/train/cats/cat.12437.jpg,cat.12437.jpg,0,0
dataset/train/train/dogs/dog.5421.jpg,dog.5421.jpg,1,0
dataset/train/train/cats/cat.2508.jpg,cat.2508.jpg,0,3
dataset/train/train/dogs/dog.7411.jpg,dog.7411.jpg,1,4
dataset/train/train/dogs/dog.6577.jpg,dog.6577.jpg,1,2
dataset/train/train/dogs/dog.4964.jpg,dog.4964.jpg,1,2
dataset/train/train/cats/cat.728.jpg,cat.728.jpg,0,3
dataset/train/train/cats/cat.9560.jpg,cat.9560.jpg,0,1
dataset/train/train/dogs/dog.897.jpg,dog.897.jpg,1,2
dataset/train/train/dogs/dog.1953.jpg,dog.1953.jpg,1,1
dataset/train/train/dogs/dog.3580.jpg,dog.3580.jpg,1,4
dataset/train/train/dogs/dog.5978.jpg,dog.5978.jpg,1,1
dataset/train/train/dogs/dog.2984.jpg,dog.2984.jpg,1,2
dataset/train/train/dogs/dog.11960.jpg,dog.11960.jpg,1,1
dataset/train/train/dogs/dog.11090.jpg,dog.11090.jpg,1,1
dataset/train/train/cats/cat.12488.jpg,cat.12488.jpg,0,4
dataset/train/train/cats/cat.141.jpg,cat.141.jpg,0,3
dataset/train/train/dogs/dog.11890.jpg,dog.11890.jpg,1,0
dataset/train/train/dogs/dog.1841.jpg,dog.1841.jpg,1,3
dataset/train/train/dogs/dog.11864.jpg,dog.11864.jpg,1,0
dataset/train/train/dogs/dog.10248.jpg,dog.10248.jpg,1,3
dataset/train/train/cats/cat.1250.jpg,cat.1250.jpg,0,1
dataset/train/train/cats/cat.5748.jpg,cat.5748.jpg,0,2
dataset/train/train/dogs/dog.2759.jpg,dog.2759.jpg,1,4
dataset/train/train/cats/cat.12425.jpg,cat.12425.jpg,0,4
dataset/train/train/cats/cat.737.jpg,cat.737.jpg,0,0
dataset/train/train/cats/cat.4111.jpg,cat.4111.jpg,0,1
dataset/train/train/dogs/dog.10079.jpg,dog.10079.jpg,1,1
dataset/train/train/dogs/dog.9138.jpg,dog.9138.jpg,1,1
dataset/train/train/cats/cat.8892.jpg,cat.8892.jpg,0,2
dataset/train/train/dogs/dog.208.jpg,dog.208.jpg,1,3
dataset/train/train/cats/cat.5343.jpg,cat.5343.jpg,0,0
dataset/train/train/dogs/dog.10903.jpg,dog.10903.jpg,1,0
dataset/train/train/dogs/dog.11440.jpg,dog.11440.jpg,1,1
dataset/train/train/cats/cat.721.jpg,cat.721.jpg,0,4
dataset/train/train/cats/cat.3714.jpg,cat.3714.jpg,0,1
dataset/train/train/dogs/dog.11470.jpg,dog.11470.jpg,1,4
dataset/train/train/dogs/dog.6919.jpg,dog.6919.jpg,1,0
dataset/train/train/dogs/dog.2688.jpg,dog.2688.jpg,1,1
dataset/train/train/dogs/dog.11207.jpg,dog.11207.jpg,1,4
dataset/train/train/dogs/dog.2033.jpg,dog.2033.jpg,1,2
dataset/train/train/dogs/dog.3706.jpg,dog.3706.jpg,1,3
dataset/train/train/dogs/dog.12457.jpg,dog.12457.jpg,1,2
dataset/train/train/cats/cat.9347.jpg,cat.9347.jpg,0,4
dataset/train/train/cats/cat.7136.jpg,cat.7136.jpg,0,0
dataset/train/train/dogs/dog.4060.jpg,dog.4060.jpg,1,0
dataset/train/train/dogs/dog.513.jpg,dog.513.jpg,1,4
dataset/train/train/dogs/dog.2029.jpg,dog.2029.jpg,1,1
dataset/train/train/dogs/dog.5190.jpg,dog.5190.jpg,1,0
dataset/train/train/dogs/dog.2575.jpg,dog.2575.jpg,1,3
dataset/train/train/dogs/dog.67.jpg,dog.67.jpg,1,4
dataset/train/train/dogs/dog.211.jpg,dog.211.jpg,1,4
dataset/train/train/cats/cat.12063.jpg,cat.12063.jpg,0,3
dataset/train/train/cats/cat.2581.jpg,cat.2581.jpg,0,4
dataset/train/train/cats/cat.4601.jpg,cat.4601.jpg,0,3
dataset/train/train/dogs/dog.889.jpg,dog.889.jpg,1,1
dataset/train/train/cats/cat.11758.jpg,cat.11758.jpg,0,2
dataset/train/train/dogs/dog.1001.jpg,dog.1001.jpg,1,4
dataset/train/train/cats/cat.8519.jpg,cat.8519.jpg,0,1
dataset/train/train/dogs/dog.10334.jpg,dog.10334.jpg,1,4
dataset/train/train/cats/cat.565.jpg,cat.565.jpg,0,4
dataset/train/train/dogs/dog.10411.jpg,dog.10411.jpg,1,4
dataset/train/train/cats/cat.5116.jpg,cat.5116.jpg,0,1
dataset/train/train/cats/cat.6217.jpg,cat.6217.jpg,0,4
dataset/train/train/cats/cat.12462.jpg,cat.12462.jpg,0,4
dataset/train/train/cats/cat.3263.jpg,cat.3263.jpg,0,0
dataset/train/train/cats/cat.9055.jpg,cat.9055.jpg,0,0
dataset/train/train/dogs/dog.5384.jpg,dog.5384.jpg,1,1
dataset/train/train/cats/cat.769.jpg,cat.769.jpg,0,2
dataset/train/train/dogs/dog.8861.jpg,dog.8861.jpg,1,2
dataset/train/train/cats/cat.10287.jpg,cat.10287.jpg,0,3
dataset/train/train/cats/cat.7842.jpg,cat.7842.jpg,0,2
dataset/train/train/dogs/dog.5207.jpg,dog.5207.jpg,1,4
dataset/train/train/cats/cat.9485.jpg,cat.9485.jpg,0,0
dataset/train/train/dogs/dog.8905.jpg,dog.8905.jpg,1,1
dataset/train/train/dogs/dog.3943.jpg,dog.3943.jpg,1,1
dataset/train/train/cats/cat.8174.jpg,cat.8174.jpg,0,3
dataset/train/train/cats/cat.5024.jpg,cat.5024.jpg,0,3
dataset/train/train/cats/cat.11014.jpg,cat.11014.jpg,0,0
dataset/train/train/dogs/dog.12198.jpg,dog.12198.jpg,1,1
dataset/train/train/dogs/dog.875.jpg,dog.875.jpg,1,1
dataset/train/train/cats/cat.10052.jpg,cat.10052.jpg,0,1
dataset/train/train/dogs/dog.11312.jpg,dog.11312.jpg,1,2
dataset/train/train/cats/cat.7271.jpg,cat.7271.jpg,0,2
dataset/train/train/dogs/dog.5017.jpg,dog.5017.jpg,1,4
dataset/train/train/dogs/dog.3412.jpg,dog.3412.jpg,1,4
dataset/train/train/dogs/dog.4381.jpg,dog.4381.jpg,1,1
dataset/train/train/dogs/dog.4379.jpg,dog.4379.jpg,1,4
dataset/train/train/dogs/dog.11480.jpg,dog.11480.jpg,1,4
dataset/train/train/cats/cat.8616.jpg,cat.8616.jpg,0,3
dataset/train/train/cats/cat.135.jpg,cat.135.jpg,0,4
dataset/train/train/dogs/dog.6075.jpg,dog.6075.jpg,1,4
dataset/train/train/cats/cat.6871.jpg,cat.6871.jpg,0,0
dataset/train/train/dogs/dog.2170.jpg,dog.2170.jpg,1,4
dataset/train/train/dogs/dog.12254.jpg,dog.12254.jpg,1,1
dataset/train/train/dogs/dog.10761.jpg,dog.10761.jpg,1,4
dataset/train/train/cats/cat.6825.jpg,cat.6825.jpg,0,3
dataset/train/train/dogs/dog.8723.jpg,dog.8723.jpg,1,0
dataset/train/train/cats/cat.6327.jpg,cat.6327.jpg,0,0
dataset/train/train/cats/cat.11777.jpg,cat.11777.jpg,0,4
dataset/train/train/dogs/dog.7074.jpg,dog.7074.jpg,1,4
dataset/train/train/cats/cat.2301.jpg,cat.2301.jpg,0,4
dataset/train/train/cats/cat.2083.jpg,cat.2083.jpg,0,4
dataset/train/train/dogs/dog.9340.jpg,dog.9340.jpg,1,1
dataset/train/train/cats/cat.4621.jpg,cat.4621.jpg,0,4
dataset/train/train/cats/cat.8846.jpg,cat.8846.jpg,0,4
dataset/train/train/dogs/dog.11391.jpg,dog.11391.jpg,1,0
dataset/train/train/cats/cat.831.jpg,cat.831.jpg,0,2
dataset/train/train/cats/cat.875.jpg,cat.875.jpg,0,0
dataset/train/train/cats/cat.8071.jpg,cat.8071.jpg,0,3
dataset/train/train/cats/cat.6135.jpg,cat.6135.jpg,0,3
dataset/train/train/dogs/dog.9790.jpg,dog.9790.jpg,1,4
dataset/train/train/cats/cat.2111.jpg,cat.2111.jpg,0,2
dataset/train/train/dogs/dog.5242.jpg,dog.5242.jpg,1,4
dataset/train/train/cats/cat.10998.jpg,cat.10998.jpg,0,2
dataset/train/train/dogs/dog.2799.jpg,dog.2799.jpg,1,0
dataset/train/train/dogs/dog.6818.jpg,dog.6818.jpg,1,0
dataset/train/train/dogs/dog.2335.jpg,dog.2335.jpg,1,2
dataset/train/train/cats/cat.10840.jpg,cat.10840.jpg,0,3
dataset/train/train/dogs/dog.11797.jpg,dog.11797.jpg,1,0
dataset/train/train/cats/cat.8304.jpg,cat.8304.jpg,0,0
dataset/train/train/cats/cat.1291.jpg,cat.1291.jpg,0,3
dataset/train/train/dogs/dog.1954.jpg,dog.1954.jpg,1,0
dataset/train/train/cats/cat.10138.jpg,cat.10138.jpg,0,1
dataset/train/train/cats/cat.5304.jpg,cat.5304.jpg,0,4
dataset/train/train/dogs/dog.10231.jpg,dog.10231.jpg,1,2
dataset/train/train/cats/cat.7564.jpg,cat.7564.jpg,0,3
dataset/train/train/cats/cat.8318.jpg,cat.8318.jpg,0,3
dataset/train/train/dogs/dog.8089.jpg,dog.8089.jpg,1,0
dataset/train/train/cats/cat.3366.jpg,cat.3366.jpg,0,1
dataset/train/train/dogs/dog.3655.jpg,dog.3655.jpg,1,2
dataset/train/train/dogs/dog.9643.jpg,dog.9643.jpg,1,3
dataset/train/train/dogs/dog.6503.jpg,dog.6503.jpg,1,4
dataset/train/train/cats/cat.1099.jpg,cat.1099.jpg,0,4
dataset/train/train/dogs/dog.975.jpg,dog.975.jpg,1,4
dataset/train/train/dogs/dog.10554.jpg,dog.10554.jpg,1,3
dataset/train/train/cats/cat.1597.jpg,cat.1597.jpg,0,4
dataset/train/train/dogs/dog.7214.jpg,dog.7214.jpg,1,1
dataset/train/train/dogs/dog.11182.jpg,dog.11182.jpg,1,3
dataset/train/train/dogs/dog.11682.jpg,dog.11682.jpg,1,1
dataset/train/train/dogs/dog.9578.jpg,dog.9578.jpg,1,2
dataset/train/train/dogs/dog.4095.jpg,dog.4095.jpg,1,3
dataset/train/train/dogs/dog.9996.jpg,dog.9996.jpg,1,3
dataset/train/train/cats/cat.12128.jpg,cat.12128.jpg,0,0
dataset/train/train/dogs/dog.393.jpg,dog.393.jpg,1,3
dataset/train/train/dogs/dog.2964.jpg,dog.2964.jpg,1,0
dataset/train/train/dogs/dog.10940.jpg,dog.10940.jpg,1,1
dataset/train/train/cats/cat.11764.jpg,cat.11764.jpg,0,3
dataset/train/train/cats/cat.4141.jpg,cat.4141.jpg,0,0
dataset/train/train/cats/cat.4723.jpg,cat.4723.jpg,0,0
dataset/train/train/dogs/dog.5664.jpg,dog.5664.jpg,1,1
dataset/train/train/cats/cat.11785.jpg,cat.11785.jpg,0,2
dataset/train/train/dogs/dog.8841.jpg,dog.8841.jpg,1,1
dataset/train/train/cats/cat.4311.jpg,cat.4311.jpg,0,2
dataset/train/train/dogs/dog.5127.jpg,dog.5127.jpg,1,3
dataset/train/train/dogs/dog.2827.jpg,dog.2827.jpg,1,0
dataset/train/train/dogs/dog.7670.jpg,dog.7670.jpg,1,4
dataset/train/train/cats/cat.4642.jpg,cat.4642.jpg,0,0
dataset/train/train/dogs/dog.5317.jpg,dog.5317.jpg,1,2
dataset/train/train/dogs/dog.3059.jpg,dog.3059.jpg,1,1
dataset/train/train/cats/cat.10397.jpg,cat.10397.jpg,0,3
dataset/train/train/cats/cat.10291.jpg,cat.10291.jpg,0,0
dataset/train/train/cats/cat.11833.jpg,cat.11833.jpg,0,2
dataset/train/train/dogs/dog.644.jpg,dog.644.jpg,1,0
dataset/train/train/dogs/dog.9223.jpg,dog.9223.jpg,1,2
dataset/train/train/dogs/dog.12196.jpg,dog.12196.jpg,1,2
dataset/train/train/dogs/dog.11247.jpg,dog.11247.jpg,1,1
dataset/train/train/cats/cat.9243.jpg,cat.9243.jpg,0,4
dataset/train/train/cats/cat.7250.jpg,cat.7250.jpg,0,2
dataset/train/train/cats/cat.8942.jpg,cat.8942.jpg,0,4
dataset/train/train/cats/cat.8434.jpg,cat.8434.jpg,0,3
dataset/train/train/dogs/dog.9363.jpg,dog.9363.jpg,1,1
dataset/train/train/dogs/dog.7780.jpg,dog.7780.jpg,1,0
dataset/train/train/cats/cat.2990.jpg,cat.2990.jpg,0,2
dataset/train/train/cats/cat.7019.jpg,cat.7019.jpg,0,4
dataset/train/train/dogs/dog.4308.jpg,dog.4308.jpg,1,3
dataset/train/train/cats/cat.9815.jpg,cat.9815.jpg,0,0
dataset/train/train/cats/cat.1702.jpg,cat.1702.jpg,0,2
dataset/train/train/dogs/dog.7899.jpg,dog.7899.jpg,1,0
dataset/train/train/dogs/dog.10125.jpg,dog.10125.jpg,1,4
dataset/train/train/cats/cat.2105.jpg,cat.2105.jpg,0,4
dataset/train/train/dogs/dog.2215.jpg,dog.2215.jpg,1,0
dataset/train/train/cats/cat.273.jpg,cat.273.jpg,0,1
dataset/train/train/cats/cat.11999.jpg,cat.11999.jpg,0,1
dataset/train/train/dogs/dog.6542.jpg,dog.6542.jpg,1,1
dataset/train/train/cats/cat.11092.jpg,cat.11092.jpg,0,3
dataset/train/train/cats/cat.917.jpg,cat.917.jpg,0,2
dataset/train/train/dogs/dog.2523.jpg,dog.2523.jpg,1,1
dataset/train/train/cats/cat.8764.jpg,cat.8764.jpg,0,0
dataset/train/train/dogs/dog.8222.jpg,dog.8222.jpg,1,0
dataset/train/train/dogs/dog.8159.jpg,dog.8159.jpg,1,2
dataset/train/train/cats/cat.4733.jpg,cat.4733.jpg,0,1
dataset/train/train/dogs/dog.1055.jpg,dog.1055.jpg,1,4
dataset/train/train/dogs/dog.8800.jpg,dog.8800.jpg,1,3
dataset/train/train/cats/cat.10961.jpg,cat.10961.jpg,0,2
dataset/train/train/cats/cat.32.jpg,cat.32.jpg,0,3
dataset/train/train/dogs/dog.7084.jpg,dog.7084.jpg,1,3
dataset/train/train/cats/cat.5543.jpg,cat.5543.jpg,0,2
dataset/train/train/dogs/dog.10134.jpg,dog.10134.jpg,1,1
dataset/train/train/cats/cat.8394.jpg,cat.8394.jpg,0,4
dataset/train/train/dogs/dog.4620.jpg,dog.4620.jpg,1,4
dataset/train/train/cats/cat.11441.jpg,cat.11441.jpg,0,2
dataset/train/train/cats/cat.9967.jpg,cat.9967.jpg,0,1
dataset/train/train/dogs/dog.12367.jpg,dog.12367.jpg,1,3
dataset/train/train/dogs/dog.8467.jpg,dog.8467.jpg,1,2
dataset/train/train/dogs/dog.7735.jpg,dog.7735.jpg,1,3
dataset/train/train/dogs/dog.10284.jpg,dog.10284.jpg,1,0
dataset/train/train/cats/cat.5935.jpg,cat.5935.jpg,0,2
dataset/train/train/cats/cat.8711.jpg,cat.8711.jpg,0,3
dataset/train/train/cats/cat.3386.jpg,cat.3386.jpg,0,0
dataset/train/train/cats/cat.4056.jpg,cat.4056.jpg,0,0
dataset/train/train/dogs/dog.3413.jpg,dog.3413.jpg,1,0
dataset/train/train/dogs/dog.8544.jpg,dog.8544.jpg,1,4
dataset/train/train/cats/cat.11581.jpg,cat.11581.jpg,0,0
dataset/train/train/dogs/dog.4284.jpg,dog.4284.jpg,1,1
dataset/train/train/dogs/dog.1983.jpg,dog.1983.jpg,1,3
dataset/train/train/dogs/dog.3593.jpg,dog.3593.jpg,1,2
dataset/train/train/cats/cat.4411.jpg,cat.4411.jpg,0,2
dataset/train/train/dogs/dog.11888.jpg,dog.11888.jpg,1,3
dataset/train/train/cats/cat.10035.jpg,cat.10035.jpg,0,2
dataset/train/train/dogs/dog.4121.jpg,dog.4121.jpg,1,0
dataset/train/train/dogs/dog.9247.jpg,dog.9247.jpg,1,0
dataset/train/train/cats/cat.3774.jpg,cat.3774.jpg,0,3
dataset/train/train/cats/cat.6965.jpg,cat.6965.jpg,0,2
dataset/train/train/dogs/dog.9848.jpg,dog.9848.jpg,1,0
dataset/train/train/dogs/dog.645.jpg,dog.645.jpg,1,0
dataset/train/train/dogs/dog.6759.jpg,dog.6759.jpg,1,3
dataset/train/train/cats/cat.3544.jpg,cat.3544.jpg,0,3
dataset/train/train/cats/cat.8644.jpg,cat.8644.jpg,0,2
dataset/train/train/dogs/dog.11169.jpg,dog.11169.jpg,1,3
dataset/train/train/cats/cat.4570.jpg,cat.4570.jpg,0,1
dataset/train/train/cats/cat.5420.jpg,cat.5420.jpg,0,2
dataset/train/train/dogs/dog.2066.jpg,dog.2066.jpg,1,0
dataset/train/train/dogs/dog.10135.jpg,dog.10135.jpg,1,1
dataset/train/train/cats/cat.6685.jpg,cat.6685.jpg,0,4
dataset/train/train/dogs/dog.5245.jpg,dog.5245.jpg,1,2
dataset/train/train/cats/cat.1238.jpg,cat.1238.jpg,0,4
dataset/train/train/dogs/dog.6730.jpg,dog.6730.jpg,1,1
dataset/train/train/dogs/dog.809.jpg,dog.809.jpg,1,4
dataset/train/train/dogs/dog.12480.jpg,dog.12480.jpg,1,0
dataset/train/train/cats/cat.9650.jpg,cat.9650.jpg,0,4
dataset/train/train/cats/cat.10671.jpg,cat.10671.jpg,0,1
dataset/train/train/cats/cat.10829.jpg,cat.10829.jpg,0,0
dataset/train/train/cats/cat.4318.jpg,cat.4318.jpg,0,0
dataset/train/train/cats/cat.343.jpg,cat.343.jpg,0,0
dataset/train/train/cats/cat.7920.jpg,cat.7920.jpg,0,2
dataset/train/train/dogs/dog.9519.jpg,dog.9519.jpg,1,2
dataset/train/train/dogs/dog.694.jpg,dog.694.jpg,1,1
dataset/train/train/dogs/dog.922.jpg,dog.922.jpg,1,3
dataset/train/train/dogs/dog.6775.jpg,dog.6775.jpg,1,0
dataset/train/train/dogs/dog.9185.jpg,dog.9185.jpg,1,4
dataset/train/train/dogs/dog.1741.jpg,dog.1741.jpg,1,0
dataset/train/train/dogs/dog.10367.jpg,dog.10367.jpg,1,3
dataset/train/train/dogs/dog.11513.jpg,dog.11513.jpg,1,3
dataset/train/train/dogs/dog.5864.jpg,dog.5864.jpg,1,2
dataset/train/train/dogs/dog.6969.jpg,dog.6969.jpg,1,1
dataset/train/train/dogs/dog.1493.jpg,dog.1493.jpg,1,4
dataset/train/train/dogs/dog.10946.jpg,dog.10946.jpg,1,0
dataset/train/train/dogs/dog.10129.jpg,dog.10129.jpg,1,0
dataset/train/train/cats/cat.4503.jpg,cat.4503.jpg,0,1
dataset/train/train/dogs/dog.1097.jpg,dog.1097.jpg,1,4
dataset/train/train/cats/cat.6367.jpg,cat.6367.jpg,0,3
dataset/train/train/dogs/dog.2893.jpg,dog.2893.jpg,1,4
dataset/train/train/cats/cat.3994.jpg,cat.3994.jpg,0,4
dataset/train/train/cats/cat.4967.jpg,cat.4967.jpg,0,1
dataset/train/train/cats/cat.5926.jpg,cat.5926.jpg,0,0
dataset/train/train/cats/cat.3267.jpg,cat.3267.jpg,0,3
dataset/train/train/cats/cat.9027.jpg,cat.9027.jpg,0,0
dataset/train/train/cats/cat.1022.jpg,cat.1022.jpg,0,3
dataset/train/train/dogs/dog.1259.jpg,dog.1259.jpg,1,3
dataset/train/train/dogs/dog.8038.jpg,dog.8038.jpg,1,3
dataset/train/train/dogs/dog.10303.jpg,dog.10303.jpg,1,0
dataset/train/train/cats/cat.6532.jpg,cat.6532.jpg,0,4
dataset/train/train/cats/cat.8050.jpg,cat.8050.jpg,0,3
dataset/train/train/cats/cat.7291.jpg,cat.7291.jpg,0,2
dataset/train/train/dogs/dog.4570.jpg,dog.4570.jpg,1,1
dataset/train/train/cats/cat.8002.jpg,cat.8002.jpg,0,3
dataset/train/train/dogs/dog.1347.jpg,dog.1347.jpg,1,1
dataset/train/train/cats/cat.8441.jpg,cat.8441.jpg,0,0
dataset/train/train/cats/cat.3694.jpg,cat.3694.jpg,0,1
dataset/train/train/cats/cat.583.jpg,cat.583.jpg,0,3
dataset/train/train/dogs/dog.8913.jpg,dog.8913.jpg,1,0
dataset/train/train/dogs/dog.6510.jpg,dog.6510.jpg,1,4
dataset/train/train/dogs/dog.6046.jpg,dog.6046.jpg,1,0
dataset/train/train/dogs/dog.852.jpg,dog.852.jpg,1,4
dataset/train/train/dogs/dog.2915.jpg,dog.2915.jpg,1,1
dataset/train/train/cats/cat.12482.jpg,cat.12482.jpg,0,2
dataset/train/train/cats/cat.7731.jpg,cat.7731.jpg,0,4
dataset/train/train/dogs/dog.6504.jpg,dog.6504.jpg,1,3
dataset/train/train/dogs/dog.1354.jpg,dog.1354.jpg,1,4
dataset/train/train/dogs/dog.8821.jpg,dog.8821.jpg,1,4
dataset/train/train/cats/cat.9602.jpg,cat.9602.jpg,0,3
dataset/train/train/dogs/dog.1449.jpg,dog.1449.jpg,1,2
